Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Sacramento,10/20,149,267,79,346,1.8,0.5,2.3,AGWT,NOPI
Salt Slough,10/19,75,197,1,198,2.6,0.0,2.6,WODU,AGWT
Salt Slough,10/20,43,77,0,77,1.8,0.0,1.8,AGWT,WODU
Sonny Bono,10/19,32,15,0,15,0.5,0.0,0.5,AGWT,CITE
Sonny Bono,10/20,11,14,0,14,1.3,0.0,1.3,AGWT,CITE
San Luis,10/19,144,328,5,333,2.3,0.0,2.3,MALL,AGWT
San Luis,10/20,86,187,8,195,2.2,0.1,2.3,MALL,AGWT
Shasta Valley,10/16,19,59,0,59,3.1,0.0,3.1,AGWT,MALL
Shasta Valley,10/19,17,61,4,65,3.6,0.2,3.8,AGWT,MALL
Shasta Valley,10/20,14,19,2,21,1.4,0.1,1.5,AGWT,RNDU
Sutter,10/19,45,137,54,191,3.0,1.2,4.2,AMWI,NSHO
Sutter,10/20,44,90,52,142,2.0,1.2,3.2,NOPI,AGWT
Volta,10/19,175,687,0,687,3.9,0.0,3.9,AGWT,NSHO
Volta,10/20,87,254,0,254,2.9,0.0,2.9,AGWT,MALL
West Family,10/19,12,15,1,16,1.3,0.1,1.3,NSHO,AMWI
West Family,10/20,10,10,0,10,1.0,0.0,1.0,NSHO,NOPI
Willow Creek,10/16,2,6,0,6,3.0,0.0,3.0,MALL,AMWI
Willow Creek,10/19,4,1,1,2,0.3,0.3,0.5,GADW,CAGO
Willow Creek,10/20,1,1,0,1,1.0,0.0,1.0,AMWI,
Wister,10/19,323,109,2,111,0.3,0.0,0.3,AGWT,CITE
Wister,10/20,129,79,0,79,0.6,0.0,0.6,MALL,AGWT
Yolo,10/19,194,862,27,889,4.4,0.1,4.6,NSHO,AGWT
Yolo,10/20,148,467,30,497,3.2,0.2,3.4,NSHO,AGWT
Ash Creek,10/23,13,17,1,18,1.3,0.1,1.4,NSHO,MALL
Ash Creek,10/26,10,11,0,11,1.1,0.0,1.1,MALL,AMWI
Ash Creek,10/27,5,7,0,7,1.4,0.0,1.4,AGWT,
Butte Valley,10/23,4,7,0,7,1.8,0.0,1.8,NSHO,AGWT
Butte Valley,10/26,3,1,0,1,0.3,0.0,0.3,AGWT,
Butte Valley,10/27,0,0,0,0,0,0,0,,
China Island,10/23,6,14,0,14,2.3,0.0,2.3,AGWT,GADW
China Island,10/26,1,0,0,0,0,0,0,,
China Island,10/27,2,3,0,3,1.5,0.0,1.5,GADW,
Colusa,10/23,63,179,44,223,2.8,0.7,3.5,GADW,MALL
Colusa,10/26,48,125,9,134,2.6,0.2,2.8,NSHO,GADW
Colusa,10/27,82,292,94,386,3.6,1.1,4.7,GADW,GWFG
Delevan,10/23,138,433,220,653,3.1,1.6,4.7,GWFG,NSHO
Delevan,10/26,141,397,40,437,2.8,0.3,3.1,NSHO,GADW
Delevan,10/27,155,597,213,810,3.9,1.4,5.2,AMWI,GADW
Freitas North,10/23,15,44,0,44,2.9,0.0,2.9,MALL,AGWT
Freitas North,10/26,22,32,0,32,1.5,0.0,1.5,MALL,AGWT
Freitas North,10/27,13,23,0,23,1.8,0.0,1.8,MALL,AGWT
Freitas South,10/23,0,0,0,0,0,0,0,,
Freitas South,10/26,1,2,0,2,2.0,0.0,2.0,MALL,GADW
Freitas South,10/27,9,6,0,6,0.7,0.0,0.7,MALL,
Gadwall,10/23,17,32,0,32,1.9,0.0,1.9,AGWT,MALL
Gadwall,10/26,17,10,1,11,0.6,0.1,0.6,AGWT,GADW
Gadwall,10/27,13,22,0,22,1.7,0.0,1.7,MALL,AGWT
Goodyear Slough,10/23,8,11,0,11,1.4,0.0,1.4,NSHO,AMWI
Goodyear Slough,10/26,9,6,0,6,0.7,0.0,0.7,AMWI,AGWT
Goodyear Slough,10/27,8,10,0,10,1.3,0.0,1.3,MALL,NSHO
Gray Lodge,10/23,141,321,27,348,2.3,0.2,2.5,RNDU,NSHO
Gray Lodge,10/26,181,423,7,430,2.3,0.0,2.4,NSHO,RNDU
Gray Lodge,10/27,196,445,44,489,2.3,0.2,2.5,AMWI,GADW
Grizzly Island,10/23,68,84,0,84,1.2,0.0,1.2,NSHO,MALL
Grizzly Island,10/26,116,70,1,71,0.6,0.0,0.6,NSHO,MALL
Grizzly Island,10/27,47,70,9,79,1.5,0.2,1.7,MALL,NSHO
Honey Lake- Dakin,10/23,6,7,0,7,1.2,0.0,1.2,AMWI,NOPI
Honey Lake- Dakin,10/26,10,22,0,22,2.2,0.0,2.2,MALL,NOPI
Honey Lake- Dakin,10/27,10,26,2,28,2.6,0.2,2.8,MALL,AMWI
Honey Lake-Fleming,10/23,4,4,0,4,1.0,0.0,1.0,MALL,GADW
Honey Lake-Fleming,10/26,6,4,0,4,0.7,0.0,0.7,AMWI,MALL
Honey Lake-Fleming,10/27,3,7,1,8,2.3,0.3,2.7,MALL,AMWI
Howard Slough,10/23,30,53,3,56,1.8,0.1,1.9,MALL,AMWI
Howard Slough,10/26,42,17,4,21,0.4,0.1,0.5,AMWI,MALL
Howard Slough,10/27,27,74,5,79,2.7,0.2,2.9,AMWI,MALL
Island Slough,10/23,7,2,0,2,0.3,0.0,0.3,NSHO,
Island Slough,10/26,6,0,0,0,0,0,0,,
Island Slough,10/27,6,4,0,4,0.7,0.0,0.7,MALL,NSHO
Kern,10/23,45,192,0,192,4.3,0.0,4.3,AGWT,NSHO
Kern,10/26,56,179,0,179,3.2,0.0,3.2,AGWT,CITE
Kesterson,10/23,38,85,0,85,2.2,0.0,2.2,AGWT,NSHO
Kesterson,10/26,43,41,0,41,1.0,0.0,1.0,AGWT,NSHO
Little Dry Creek,10/27,43,68,8,76,1.6,0.2,1.8,MALL,NSHO
Little Dry Creek,10/23,48,154,44,198,3.2,0.9,4.1,AMWI,GWFG
Little Dry Creek,10/26,51,67,10,77,1.3,0.2,1.5,GADW,WODU
Little Dry Creek,10/27,64,250,21,271,3.9,0.3,4.2,AMWI,MALL
Llano Seco,10/23,11,25,6,31,2.3,0.5,2.8,MALL,AMWI
Llano Seco,10/26,12,8,0,8,0.7,0.0,0.7,AMWI,AGWT
Llano Seco,10/27,15,54,3,57,3.6,0.2,3.8,AMWI,MALL
Los Banos,10/23,71,94,0,94,1.3,0.0,1.3,MALL,AGWT
Los Banos,10/26,85,61,0,61,0.7,0.0,0.7,MALL,AGWT
Los Banos,10/27,62,66,0,66,1.1,0.0,1.1,MALL,AGWT
Mendota,10/23,127,124,2,126,1.0,0.0,1.0,MALL,NSHO
Mendota,10/26,129,82,0,82,0.6,0.0,0.6,NSHO,RNDU
Mendota,10/27,78,111,1,112,1.4,0.0,1.4,MALL,NSHO
Merced,10/23,27,63,0,63,2.3,0.0,2.3,NSHO,MALL
Merced,10/26,20,43,0,43,2.2,0.0,2.2,NSHO,MALL
Sacramento,10/23,120,331,181,512,2.8,1.5,4.3,GWFG,MALL
Sacramento,10/26,151,311,47,358,2.1,0.3,2.4,NSHO,AMWI
Sacramento,10/27,152,343,196,539,2.3,1.3,3.5,GWFG,MALL
Salt Slough,10/23,27,20,0,20,0.7,0.0,0.7,MALL,WODU
Salt Slough,10/26,35,19,0,19,0.5,0.0,0.5,AGWT,MALL
Salt Slough,10/27,26,22,6,28,0.8,0.2,1.1,MALL,WODU
Sonny Bono,10/23,0,0,0,0,0,0,0,,
Sonny Bono,10/26,1,0,0,0,0,0,0,,
Sonny Bono,10/27,0,0,0,0,0,0,0,,
San Jacinto,10/23,160,292,8,300,1.8,0.1,1.9,CITE,AGWT
San Jacinto,10/26,164,193,0,193,1.2,0.0,1.2,CITE,NSHO
San Luis,10/23,76,143,1,144,1.9,0.0,1.9,MALL,AGWT
San Luis,10/26,71,101,0,101,1.4,0.0,1.4,AGWT,MALL
San Luis,10/27,75,106,10,116,1.4,0.1,1.5,MALL,AGWT
Shasta Valley,10/23,13,47,0,47,3.6,0.0,3.6,AGWT,MALL
Shasta Valley,10/26,17,44,2,46,2.6,0.1,2.7,AGWT,NSHO
Shasta Valley,10/27,8,19,0,19,2.4,0.0,2.4,AGWT,MALL
Sutter,10/23,37,72,12,84,1.9,0.3,2.3,MALL,MALL
Sutter,10/26,37,50,10,60,1.4,0.3,1.6,NOPI,WODU
Sutter,10/27,43,53,59,112,1.2,1.4,2.6,GWFG,MALL
Volta,10/23,49,108,0,108,2.2,0.0,2.2,AGWT,NSHO
Volta,10/26,65,95,0,95,1.5,0.0,1.5,AGWT,NSHO
Volta,10/27,26,33,1,34,1.3,0.0,1.3,MALL,NSHO
West Bear Creek,11/16,38,74,0,74,1.9,0.0,1.9,WODU,MALL
West Bear Creek,11/19,29,17,0,17,0.6,0.0,0.6,MALL,WODU
West Family Jr,10/23,8,16,0,16,2.0,0.0,2.0,NSHO,
West Family Jr,10/26,0,0,0,0,0,0,0,,
West Family Jr,10/27,2,1,0,1,0.5,0.0,0.5,NSHO,
Willow Creek,10/23,2,1,0,1,0.5,0.0,0.5,NSHO,
Willow Creek,10/26,3,0,0,0,0,0,0,,
Willow Creek,10/27,0,0,0,0,0,0,0,,
Wister,10/23,51,39,0,39,0.8,0.0,0.8,NOPI,GADW
Wister,10/26,65,68,0,68,1.0,0.0,1.0,CITE,MALL
Wister,10/27,36,46,0,46,1.3,0.0,1.3,NOPI,AMWI
Yolo,10/23,135,328,23,351,2.4,0.2,2.6,NSHO,NOPI
Yolo,10/26,128,281,9,290,2.2,0.1,2.3,NSHO,AGWT
Yolo,10/27,169,339,75,414,2.0,0.4,2.4,NSHO,NOPI
Ash Creek,10/30,9,9,0,9,1.0,0.0,1.0,NSHO,GADW
Ash Creek,11/2,15,45,0,45,3.0,0.0,3.0,MALL,NSHO
Ash Creek,11/3,12,20,0,20,1.7,0.0,1.7,MALL,AMWI
Butte Valley,10/30,8,18,0,18,2.3,0.0,2.3,AGWT,NOPI
Butte Valley,11/2,11,13,0,13,1.2,0.0,1.2,AMWI,AMWI
Butte Valley,11/3,2,1,0,1,0.5,0.0,0.5,BUFF,
China Island,10/30,2,0,0,0,0,0,0,,
China Island,11/2,2,1,0,1,0.5,0.0,0.5,MALL,
China Island,11/3,0,0,0,0,0,0,0,,
Colusa,10/30,57,286,11,297,5.0,0.2,5.2,GADW,NSHO
Colusa,11/2,61,171,6,177,2.8,0.1,2.9,NSHO,GADW
Colusa,11/3,46,82,6,88,1.8,0.1,1.9,NSHO,GADW
Delevan,10/30,107,525,41,566,4.9,0.4,5.3,NSHO,GADW
Delevan,11/2,162,446,18,464,2.8,0.1,2.9,NSHO,GADW
Delevan,11/3,122,131,6,137,1.1,0.0,1.1,NSHO,AMWI
Freitas North,10/30,3,2,0,2,0.7,0.0,0.7,MALL,
Freitas North,11/2,8,3,0,3,0.4,0.0,0.4,MALL,
Freitas North,11/3,4,0,0,0,0,0,0,,
Freitas South,10/30,4,0,0,0,0,0,0,,
Freitas South,11/2,4,2,0,2,0.5,0.0,0.5,MALL,AGWT
Freitas South,11/3,2,0,0,0,0,0,0,,
Gadwall,10/30,11,17,0,17,1.5,0.0,1.5,NSHO,AGWT
Gadwall,11/2,19,15,0,15,0.8,0.0,0.8,NSHO,AGWT
Gadwall,11/3,7,3,0,3,0.4,0.0,0.4,NSHO,
Goodyear Slough,10/30,0,0,0,0,0,0,0,,
Goodyear Slough,11/2,4,8,0,8,2.0,0.0,2.0,NSHO,MALL
Goodyear Slough,11/3,4,9,0,9,2.3,0.0,2.3,NSHO,AMWI
Gray Lodge,10/30,115,410,7,417,3.6,0.1,3.6,GADW,AMWI
Gray Lodge,11/2,199,474,9,483,2.4,0.0,2.4,GADW,RNDU
Gray Lodge,11/3,142,186,5,191,1.3,0.0,1.3,GADW,RNDU
Honey Lake-Dakin,10/30,8,42,0,42,5.3,0.0,5.3,MALL,AMWI
Honey Lake-Dakin,11/2,13,43,0,43,3.3,0.0,3.3,MALL,GADW
Honey Lake-Dakin,11/3,16,25,1,26,1.6,0.1,1.6,MALL,NSHO
Honey Lake-Fleming,10/30,5,20,2,22,4.0,0.4,4.4,MALL,AMWI
Honey Lake-Fleming,11/2,6,8,0,8,1.3,0.0,1.3,AMWI,MALL
Honey Lake-Fleming,11/3,4,16,0,16,4.0,0.0,4.0,MALL,AMWI
Howard Slough,10/30,23,48,0,48,2.1,0.0,2.1,AMWI,MALL
Howard Slough,11/2,36,31,1,32,0.9,0.0,0.9,AMWI,NSHO
Howard Slough,11/3,18,14,0,14,0.8,0.0,0.8,AGWT,GADW
Island Slough,10/30,4,8,0,8,2.0,0.0,2.0,MALL,GADW
Island Slough,11/2,14,18,0,18,1.3,0.0,1.3,NSHO,AMWI
Island Slough,11/3,11,2,0,2,0.2,0.0,0.2,AGWT,NSHO
Kern,10/30,48,168,0,168,3.5,0.0,3.5,NSHO,AGWT
Kern,11/2,62,209,0,209,3.4,0.0,3.4,NSHO,GADW
Kesterson,10/30,26,29,3,32,1.1,0.1,1.2,NSHO,AGWT
Kesterson,11/2,48,43,0,43,0.9,0.0,0.9,AGWT,NSHO
Kesterson,11/3,27,20,0,20,0.7,0.0,0.7,AGWT,NSHO
Little Dry Creek,10/30,49,177,13,190,3.6,0.3,3.9,AMWI,MALL
Little Dry Creek,11/2,71,129,6,135,1.8,0.1,1.9,MALL,AMWI
Little Dry Creek,11/3,50,79,16,95,1.6,0.3,1.9,NSHO,AMWI
Llano Seco,10/30,14,41,1,42,2.9,0.1,3.0,AMWI,MALL
Llano Seco,11/2,9,19,0,19,2.1,0.0,2.1,MALL,AMWI
Llano Seco,11/3,20,25,0,25,1.3,0.0,1.3,NSHO,AMWI
Los Banos,10/30,31,52,0,52,1.7,0.0,1.7,MALL,AGWT
Los Banos,11/2,82,48,2,50,0.6,0.0,0.6,AGWT,MALL
Los Banos,11/3,56,23,0,23,0.4,0.0,0.4,MALL,AGWT
Mendota,10/30,74,138,0,138,1.9,0.0,1.9,NSHO,AMWI
Mendota,11/2,145,173,1,174,1.2,0.0,1.2,NSHO,RNDU
Mendota,11/3,94,44,1,45,0.5,0.0,0.5,MALL,GADW
Merced,10/30,19,49,1,50,2.6,0.1,2.6,NSHO,MALL
Merced,11/2,21,57,0,57,2.7,0.0,2.7,NSHO,NOPI
Sacramento,10/30,109,421,51,472,3.9,0.5,4.3,NSHO,GADW
Sacramento,11/2,156,359,17,376,2.3,0.1,2.4,NSHO,GADW
Sacramento,11/3,81,117,11,128,1.4,0.1,1.6,NSHO,GADW
Salt Slough,10/30,12,11,0,11,0.9,0.0,0.9,MALL,AGWT
Salt Slough,11/2,30,19,0,19,0.6,0.0,0.6,AGWT,WODU
Salt Slough,11/3,16,4,0,4,0.3,0.0,0.3,MALL,AGWT
Sonny Bono,10/30,2,3,0,3,1.5,0.0,1.5,NSHO,MALL
Sonny Bono,11/2,1,1,0,1,1.0,0.0,1.0,AGWT,
Sonny Bono,11/3,0,0,0,0,0,0,0,,
San Jacinto,10/30,134,237,2,239,1.8,0.0,1.8,RNDU,NSHO
San Jacinto,11/2,158,209,2,211,1.3,0.0,1.3,NSHO,CITE
San Luis,10/30,48,64,0,64,1.3,0.0,1.3,MALL,AGWT
San Luis,11/2,74,79,4,83,1.1,0.1,1.1,AGWT,MALL
San Luis,11/3,45,21,0,21,0.5,0.0,0.5,MALL,AGWT
Shasta Valley,10/30,11,61,0,61,5.5,0.0,5.5,AGWT,MALL
Shasta Valley,11/2,23,114,0,114,5.0,0.0,5.0,AGWT,MALL
Shasta Valley,11/3,18,27,0,27,1.5,0.0,1.5,AGWT,MALL
Sutter,10/30,23,44,5,49,1.9,0.2,2.1,NSHO,AGWT
Sutter,11/2,35,59,6,65,1.7,0.2,1.9,WODU,MALL
Sutter,11/3,33,40,5,45,1.2,0.2,1.4,WODU,NSHO
Volta,10/30,22,45,0,45,2.0,0.0,2.0,NSHO,AGWT
Volta,11/2,48,28,0,28,0.6,0.0,0.6,AGWT,MALL
Volta,11/3,21,4,0,4,0.2,0.0,0.2,MALL,AGWT
West Family Jr,10/30,6,4,0,4,0.7,0.0,0.7,NSHO,
West Family Jr,11/2,5,0,0,0,0,0,0,,
West Family Jr,11/3,4,0,0,0,0,0,0,,
Willow Creek,10/30,3,5,0,5,1.7,0.0,1.7,MALL,NOPI
Willow Creek,11/2,2,0,0,0,0,0,0,,
Willow Creek,11/3,0,0,0,0,0,0,0,,
Wister,10/30,60,153,0,153,2.6,0.0,2.6,GADW,AMWI
Wister,11/2,106,280,0,280,2.6,0.0,2.6,AMWI,GADW
Wister,11/3,48,52,0,52,1.1,0.0,1.1,CITE,AMWI
Yolo,10/30,121,405,26,431,3.3,0.2,3.6,NSHO,AMWI
Yolo,11/2,148,361,18,379,2.4,0.1,2.6,NSHO,AGWT
Yolo,11/3,125,97,3,100,0.8,0.0,0.8,NSHO,AMWI
Ash Creek,11/6,5,11,0,11,2.2,0.0,2.2,GADW,MALL
Ash Creek,11/9,21,49,0,49,2.3,0.0,2.3,MALL,GADW
Ash Creek,11/10,3,11,0,11,3.7,0.0,3.7,BUFF,MALL
Butte Valley,11/6,1,1,0,1,1.0,0.0,1.0,AMWI,
Butte Valley,11/9,0,0,0,0,0,0,0,,
Butte Valley,11/10,0,0,0,0,0,0,0,,
China Island,11/6,0,0,0,0,0,0,0,,
China Island,11/9,23,17,2,19,0.7,0.1,0.8,WODU,OTDU
China Island,11/10,19,3,0,3,0.2,0.0,0.2,WODU,GWFG
Colusa,11/6,56,85,88,173,1.5,1.6,3.1,GADW,NSHO
Colusa,11/9,65,69,73,142,1.1,1.1,2.2,GADW,NSHO
Colusa,11/10,41,16,17,33,0.4,0.4,0.8,GADW,MALL
Delevan,11/6,94,103,9,112,1.1,0.1,1.2,GADW,NSHO
Delevan,11/9,154,113,12,125,0.7,0.1,0.8,NSHO,NOPI
Delevan,11/10,72,57,7,64,0.8,0.1,0.9,NOPI,NSHO
Freitas North,11/6,5,2,0,2,0.4,0.0,0.4,MALL,
Freitas North,11/9,12,9,0,9,0.8,0.0,0.8,MALL,NSHO
Freitas North,11/10,4,0,0,0,0,0,0,,
Freitas South,11/6,3,2,0,2,0.7,0.0,0.7,MALL,
Freitas South,11/9,5,1,0,1,0.2,0.0,0.2,NSHO,
Freitas South,11/10,7,3,0,3,0.4,0.0,0.4,MALL,
Gadwall,11/6,4,10,0,10,2.5,0.0,2.5,NSHO,GADW
Gadwall,11/9,13,8,0,8,0.6,0.0,0.6,AGWT,NSHO
Gadwall,11/10,11,4,0,4,0.4,0.0,0.4,AGWT,NSHO
Goodyear Slough,11/6,4,3,0,3,0.8,0.0,0.8,AMWI,NOPI
Goodyear Slough,11/9,11,38,0,38,3.5,0.0,3.5,AMWI,NSHO
Goodyear Slough,11/10,11,8,0,8,0.7,0.0,0.7,AMWI,NOPI
Gray Lodge,11/6,119,147,2,149,1.2,0.0,1.3,GADW,NSHO
Gray Lodge,11/9,247,168,8,176,0.7,0.0,0.7,RNDU,AMWI
Gray Lodge,11/10,158,64,5,69,0.4,0.0,0.4,AMWI,NOPI
Grizzly Island,11/6,50,161,0,161,3.2,0.0,3.2,NSHO,MALL
Grizzly Island,11/9,157,88,2,90,0.6,0.0,0.6,NSHO,MALL
Grizzly Island,11/10,79,51,2,53,0.6,0.0,0.7,GOLD,MALL
Honey Lake- Dakin,11/6,8,8,0,8,1.0,0.0,1.0,MALL,NOPI
Honey Lake- Dakin,11/9,32,3,0,3,0.1,0.0,0.1,MALL,NOPI
Honey Lake- Dakin,11/10,15,0,0,0,0,0,0,,
Honey Lake-Fleming,11/6,11,7,1,8,0.6,0.1,0.7,MALL,AMWI
Honey Lake-Fleming,11/9,1,0,0,0,0,0,0,,
Honey Lake-Fleming,11/10,0,0,0,0,0,0,0,,
Howard Slough,11/6,20,15,0,15,0.8,0.0,0.8,MALL,AMWI
Howard Slough,11/9,51,8,0,8,0.2,0.0,0.2,MALL,AGWT
Howard Slough,11/10,29,13,0,13,0.4,0.0,0.4,WODU,MALL
Island Slough,11/6,4,7,0,7,1.8,0.0,1.8,NSHO,MALL
Island Slough,11/9,17,7,3,10,0.4,0.2,0.6,GOLD,CAGO
Island Slough,11/10,4,7,0,7,1.8,0.0,1.8,GOLD,AMWI
Kern,11/6,47,120,0,120,2.6,0.0,2.6,NSHO,GADW
Kern,11/9,64,90,0,90,1.4,0.0,1.4,NSHO,BUFF
Kesterson,11/6,28,9,0,9,0.3,0.0,0.3,NSHO,GADW
Kesterson,11/9,37,24,2,26,0.6,0.1,0.7,NSHO,AGWT
Kesterson,11/10,15,9,0,9,0.6,0.0,0.6,MALL,AGWT
Little Dry Creek,11/6,48,61,2,63,1.3,0.0,1.3,MALL,AMWI
Little Dry Creek,11/9,67,68,10,78,1.0,0.1,1.2,MALL,AMWI
Little Dry Creek,11/10,59,79,10,89,1.3,0.2,1.5,MALL,GADW
Llano Seco,11/6,14,6,1,7,0.4,0.1,0.5,GADW,RUDU
Llano Seco,11/9,21,15,2,17,0.7,0.1,0.8,AMWI,NSHO
Llano Seco,11/10,19,27,1,28,1.4,0.1,1.5,AMWI,MALL
Los Banos,11/6,20,19,0,19,1.0,0.0,1.0,NSHO,AGWT
Los Banos,11/9,62,17,0,17,0.3,0.0,0.3,NSHO,AGWT
Los Banos,11/10,56,16,0,16,0.3,0.0,0.3,GADW,MALL
Mendota,11/6,54,38,0,38,0.7,0.0,0.7,MALL,AGWT
Mendota,11/9,121,59,1,60,0.5,0.0,0.5,GADW,NSHO
Mendota,11/10,58,15,0,15,0.3,0.0,0.3,RUDU,NSHO
