Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species,Season_Week,#1 Duck Harvest,#2 Duck Harvest,#1 Duck Species,#2 Duck Species,Unnamed: 0,Unnamed: 13
SHASTA VALLEY,2016-11-30,9,37,0,37,4.1,0.0,4.1,AGWT,RNDU,9.0,,,,,,
SHASTA VALLEY,2016-12-03,16,42,4,46,2.6,0.3,2.9,AGWT,RNDU,10.0,,,,,,
SHASTA VALLEY,2016-12-04,10,2,0,2,0.2,0.0,0.2,AGWT,,10.0,,,,,,
SUTTER,2016-11-30,38,57,2,59,1.5,0.1,1.6,AMWI,AGWT,9.0,,,,,,
SUTTER,2016-12-03,61,170,0,170,2.8,0.0,2.8,AGWT,AMWI,10.0,,,,,,
SUTTER,2016-12-04,56,83,1,84,1.5,0.0,1.5,AGWT,AMWI,10.0,,,,,,
VOLTA,2016-11-30,29,19,0,19,0.7,0.0,0.7,AGWT,MALL,9.0,,,,,,
VOLTA,2016-12-03,49,56,3,59,1.1,0.1,1.2,AGWT,MALL,10.0,,,,,,
VOLTA,2016-12-04,25,10,0,10,0.4,0.0,0.4,MALL,AGWT,10.0,,,,,,
WEST BEAR CREEK,2016-11-30,20,11,0,11,0.6,0.0,0.6,AGWT,MALL,9.0,,,,,,
WEST BEAR CREEK,2016-12-03,25,66,0,66,2.6,0.0,2.6,AGWT,MALL,10.0,,,,,,
WEST BEAR CREEK,2016-12-04,16,14,0,14,0.9,0.0,0.9,AGWT,MALL,10.0,,,,,,
WILLOW CREEK,2016-11-30,102,128,18,146,1.3,0.2,1.4,AMWI,GADW,9.0,,,,,,
WISTER,2016-12-03,198,377,74,451,1.9,0.4,2.3,AMWI,LSGO,10.0,,,,,,
WISTER,2016-12-04,67,37,17,54,0.6,0.3,0.8,LSGO,AMWI,10.0,,,,,,
YOLO,2016-11-30,143,107,0,107,0.7,0.0,0.7,AGWT,NSHO,9.0,,,,,,
YOLO,2016-12-03,181,250,1,251,1.4,0.0,1.4,AGWT,NSHO,10.0,,,,,,
YOLO,2016-12-04,121,76,0,76,0.6,0.0,0.6,AGWT,NOPI,10.0,,,,,,
ASH CREEK,2016-12-07,2,2,1,3,1.0,0.5,1.5,AMWI,CAGO,10.0,,,,,,
ASH CREEK,2016-12-10,8,11,2,13,1.4,0.3,1.6,MALL,AMWI,11.0,,,,,,
ASH CREEK,2016-12-11,6,14,0,14,2.3,0.0,2.3,AMWI,MALL,11.0,,,,,,
BUTTE VALLEY,2016-12-07,0,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
BUTTE VALLEY,2016-12-10,2,3,0,3,1.5,0.0,1.5,MALL,AMWI,11.0,,,,,,
BUTTE VALLEY,2016-12-11,1,0,2,2,0.0,2.0,2.0,CAGO,,11.0,,,,,,
CHINA ISLAND,2016-12-07,9,6,0,6,0.7,0.0,0.7,AGWT,WODU,10.0,,,,,,
CHINA ISLAND,2016-12-10,18,49,1,50,2.7,0.1,2.8,AGWT,NSHO,11.0,,,,,,
CHINA ISLAND,2016-12-11,17,5,0,5,0.3,0.0,0.3,MALL,CITE,11.0,,,,,,
COLUSA,2016-12-07,78,235,4,239,3.0,0.1,3.1,NSHO,AGWT,10.0,,,,,,
COLUSA,2016-12-10,105,270,8,278,2.6,0.1,2.6,AGWT,GADW,11.0,,,,,,
COLUSA,2016-12-11,66,152,2,154,2.3,0.0,2.3,AGWT,NSHO,11.0,,,,,,
DELEVAN,2016-12-07,150,579,9,588,3.9,0.1,3.9,NSHO,AGWT,10.0,,,,,,
DELEVAN,2016-12-10,131,422,6,428,3.2,0.0,3.3,NSHO,GADW,11.0,,,,,,
DELEVAN,2016-12-11,145,475,4,479,3.3,0.0,3.3,AGWT,AMWI,11.0,,,,,,
DELTA- TWITCHELL,2016-12-07,9,7,7,14,0.8,0.8,1.6,ACGO,AGWT,10.0,,,,,,
DELTA- TWITCHELL,2016-12-10,12,28,4,32,2.3,0.3,2.7,AGWT,NSHO,11.0,,,,,,
FREITAS NORTH,2016-12-07,14,30,0,30,2.1,0.0,2.1,MALL,AGWT,10.0,,,,,,
FREITAS NORTH,2016-12-10,30,126,0,126,4.2,0.0,4.2,AGWT,MALL,11.0,,,,,,
FREITAS NORTH,2016-12-11,15,15,0,15,1.0,0.0,1.0,AGWT,MALL,11.0,,,,,,
FREITAS SOUTH,2016-12-07,7,11,0,11,1.6,0.0,1.6,MALL,AGWT,10.0,,,,,,
FREITAS SOUTH,2016-12-10,26,62,0,62,2.4,0.0,2.4,AGWT,MALL,11.0,,,,,,
FREITAS SOUTH,2016-12-11,8,8,0,8,1.0,0.0,1.0,AGWT,GADW,11.0,,,,,,
GADWALL,2016-12-07,10,7,0,7,0.7,0.0,0.7,AGWT,,10.0,,,,,,
GADWALL,2016-12-10,32,41,0,41,1.3,0.0,1.3,AGWT,CITE,11.0,,,,,,
GADWALL,2016-12-11,11,13,1,14,1.2,0.1,1.3,AGWT,NSHO,11.0,,,,,,
GRIZZLY ISLAND,2016-12-07,79,67,0,67,0.8,0.0,0.8,NOPI,AMWI,10.0,,,,,,
GRIZZLY ISLAND,2016-12-10,129,187,0,187,1.4,0.0,1.4,AGWT,NSHO,11.0,,,,,,
GRIZZLY ISLAND,2016-12-11,87,53,0,53,0.6,0.0,0.6,AMWI,NOPI,11.0,,,,,,
HONEY LAKE- DAKIN,2016-12-07,1,0,0,0,0.0,0.0,0.0,,,10.0,,,,,,
HONEY LAKE- DAKIN,2016-12-10,1,4,0,4,4.0,0.0,4.0,AMWI,,11.0,,,,,,
HONEY LAKE- DAKIN,2016-12-11,1,0,0,0,0.0,0.0,0.0,AMWI,,11.0,,,,,,
HONEY LAKE- FLEMING,2016-12-07,4,7,1,8,1.8,0.3,2.0,GADW,,10.0,,,,,,
HONEY LAKE- FLEMING,2016-12-10,8,14,3,17,1.8,0.4,2.1,MALL,AMWI,11.0,,,,,,
HONEY LAKE- FLEMING,2016-12-11,6,5,1,6,0.8,0.2,1.0,MALL,CAGO,11.0,,,,,,
HOWARD SLOUGH,2016-12-07,59,88,9,97,1.5,0.2,1.6,MALL,AMWI,10.0,,,,,,
HOWARD SLOUGH,2016-12-10,88,318,0,318,3.6,0.0,3.6,AGWT,AMWI,11.0,,,,,,
HOWARD SLOUGH,2016-12-11,57,142,1,143,2.5,0.0,2.5,AGWT,AMWI,11.0,,,,,,
JOICE ISLAND,2016-12-11,26,53,0,53,2.04,0.0,2.04,NSHO,MALL,11.0,,,,,,
KERN,2016-12-07,73,208,1,209,2.85,0.01,2.86,NSHO,GADW,10.0,,,,,,
KERN,2016-12-10,87,198,1,199,2.28,0.01,2.29,AGWT,NSHO,11.0,,,,,,
KESTERSON,2016-12-07,42,29,0,29,0.69,0.0,0.69,AGWT,NSHO,10.0,,,,,,
KESTERSON,2016-12-10,83,150,0,150,1.81,0.0,1.81,AGWT,NSHO,11.0,,,,,,
KESTERSON,2016-12-11,45,42,0,42,0.93,0.0,0.93,AGWT,MALL,11.0,,,,,,
LITTLE DRY CREEK,2016-12-07,85,218,0,218,2.56,0.0,2.56,MALL,AMWI,10.0,,,,,,
LITTLE DRY CREEK,2016-12-10,97,380,1,381,3.92,0.01,3.93,AMWI,MALL,11.0,,,,,,
LITTLE DRY CREEK,2016-12-11,77,299,2,301,3.88,0.03,3.91,AGWT,AMWI,11.0,,,,,,
LLANO SECO,2016-12-07,26,49,4,53,1.88,0.15,2.04,AMWI,MALL,10.0,,,,,,
LLANO SECO,2016-12-10,59,173,9,182,2.93,0.15,3.08,AGWT,AMWI,11.0,,,,,,
LLANO SECO,2016-12-11,29,70,3,73,2.41,0.1,2.52,AGWT,AMWI,11.0,,,,,,
LOS BANOS,2016-12-07,79,118,0,118,1.49,0.0,1.49,AGWT,MALL,10.0,,,,,,
LOS BANOS,2016-12-10,119,123,0,123,1.03,0.0,1.03,AGWT,MALL,11.0,,,,,,
LOS BANOS,2016-12-11,66,69,1,70,1.05,0.02,1.06,AGWT,AMWI,11.0,,,,,,
MENDOTA,2016-12-07,139,238,8,246,1.71,0.06,1.77,AGWT,AMWI,10.0,,,,,,
MENDOTA,2016-12-10,355,553,6,559,1.56,0.02,1.57,AGWT,AMWI,11.0,,,,,,
MENDOTA,2016-12-11,98,92,0,92,0.94,0.0,0.94,AGWT,MALL,11.0,,,,,,
MERCED,2016-12-07,21,49,1,50,2.33,0.05,2.38,MALL,NOPI,10.0,,,,,,
MERCED,2016-12-10,26,54,2,56,2.08,0.08,2.15,MALL,AGWT,11.0,,,,,,
SACRAMENTO,2016-12-07,145,316,46,362,2.18,0.32,2.5,NSHO,GADW,10.0,,,,,,
SACRAMENTO,2016-12-10,236,480,62,542,2.03,0.26,2.3,GADW,NSHO,11.0,,,,,,
SACRAMENTO,2016-12-11,147,273,11,284,1.86,0.07,1.93,AGWT,AMWI,11.0,,,,,,
SALT SLOUGH,2016-12-07,12,11,0,11,0.92,0.0,0.92,AGWT,MALL,10.0,,,,,,
SALT SLOUGH,2016-12-10,34,20,0,20,0.59,0.0,0.59,AGWT,CITE,11.0,,,,,,
SALT SLOUGH,2016-12-11,13,10,0,10,0.77,0.0,0.77,AGWT,MALL,11.0,,,,,,
SONNY BONO,2016-12-07,7,4,1,5,0.57,0.14,0.71,NSHO,NOPI,10.0,,,,,,
SONNY BONO,2016-12-10,11,2,0,2,0.18,0.0,0.18,AGWT,,11.0,,,,,,
SONNY BONO,2016-12-11,9,0,5,5,0.0,0.56,0.56,LSGO,,11.0,,,,,,
SAN JACINTO,2016-12-10,146,301,0,301,2.06,0.0,2.06,AGWT,GADW,11.0,,,,,,
SAN LUIS,2016-12-07,48,55,0,55,1.15,0.0,1.15,AGWT,MALL,10.0,,,,,,
SAN LUIS,2016-12-10,109,192,0,192,1.76,0.0,1.76,AGWT,MALL,11.0,,,,,,
SAN LUIS,2016-12-11,38,80,0,80,2.11,0.0,2.11,AGWT,MALL,11.0,,,,,,
SAN JACINTO,2016-12-07,105,209,0,209,1.99,0.0,1.99,AGWT,AMWI,10.0,,,,,,
SHASTA VALLEY,2016-12-07,8,6,0,6,0.75,0.0,0.75,RNDU,MALL,10.0,,,,,,
SHASTA VALLEY,2016-12-10,18,41,0,41,2.28,0.0,2.28,AGWT,NSHO,11.0,,,,,,
SHASTA VALLEY,2016-12-11,16,15,0,15,0.94,0.0,0.94,AGWT,NSHO,11.0,,,,,,
SUTTER,2016-12-07,60,102,0,102,1.7,0.0,1.7,AGWT,AMWI,10.0,,,,,,
SUTTER,2016-12-10,78,114,3,117,1.46,0.04,1.5,AGWT,AMWI,11.0,,,,,,
SUTTER,2016-12-11,34,102,0,102,3.0,0.0,3.0,AGWT,AMWI,11.0,,,,,,
VOLTA,2016-12-07,32,33,0,33,1.03,0.0,1.03,AGWT,MALL,10.0,,,,,,
VOLTA,2016-12-10,88,73,0,73,0.83,0.0,0.83,AGWT,MALL,11.0,,,,,,
VOLTA,2016-12-11,20,27,0,27,1.35,0.0,1.35,AGWT,MALL,11.0,,,,,,
WEST BEAR CREEK,2016-12-07,18,10,0,10,0.56,0.0,0.56,AGWT,MALL,10.0,,,,,,
WEST BEAR CREEK,2016-12-10,27,90,0,90,3.33,0.0,3.33,AGWT,MALL,11.0,,,,,,
WEST BEAR CREEK,2016-12-11,27,43,0,43,1.59,0.0,1.59,AGWT,AMWI,11.0,,,,,,
WISTER,2016-12-07,131,239,42,281,1.82,0.32,2.15,AMWI,LSGO,10.0,,,,,,
WISTER,2016-12-10,163,262,42,304,1.61,0.26,1.87,AMWI,NSHO,11.0,,,,,,
WISTER,2016-12-11,52,40,3,43,0.77,0.06,0.83,NOPI,AMWI,11.0,,,,,,
YOLO,2016-12-07,168,188,1,189,1.12,0.01,1.13,AGWT,NSHO,10.0,,,,,,
YOLO,2016-12-10,244,312,5,317,1.28,0.02,1.3,AGWT,NSHO,11.0,,,,,,
YOLO,2016-12-11,154,258,0,258,1.68,0.0,1.68,AGWT,AMWI,11.0,,,,,,
ASH CREEK,2016-12-14,12,29,4,33,2.4,0.3,2.8,AMWI,NOPI,11.0,,,,,,
ASH CREEK,2016-12-17,6,31,0,31,5.2,0.0,5.2,AGWT,AMWI,12.0,,,,,,
ASH CREEK,2016-12-18,6,9,2,11,1.5,0.3,1.8,MALL,CAGO,12.0,,,,,,
BUTTE VALLEY,2016-12-14,3,4,2,6,1.3,0.7,2.0,NSHO,NSHO,11.0,,,,,,
BUTTE VALLEY,2016-12-17,7,0,7,7,0.0,1.0,1.0,CAGO,,12.0,,,,,,
CHINA ISLAND,2016-12-14,17,29,0,29,1.7,0.0,1.7,AGWT,MALL,11.0,,,,,,
CHINA ISLAND,2016-12-17,37,19,0,19,0.5,0.0,0.5,WODU,MALL,12.0,,,,,,
CHINA ISLAND,2016-12-18,5,1,0,1,0.2,0.0,0.2,AGWT,,12.0,,,,,,
COLUSA,2016-12-14,86,109,1,110,1.3,0.0,1.3,AGWT,NSHO,11.0,,,,,,
COLUSA,2016-12-17,103,215,6,221,2.1,0.1,2.1,GADW,AMWI,12.0,,,,,,
COLUSA,2016-12-18,92,208,15,223,2.3,0.2,2.4,GADW,AMWI,12.0,,,,,,
DELEVAN,2016-12-14,174,250,11,261,1.4,0.1,1.5,AGWT,NSHO,11.0,,,,,,
DELEVAN,2016-12-17,193,710,30,740,3.7,0.2,3.8,AGWT,GADW,12.0,,,,,,
DELEVAN,2016-12-18,174,493,100,593,2.8,0.6,3.4,AGWT,GADW,12.0,,,,,,
DELTA - TWITCHELL,2016-12-14,11,8,1,9,0.7,0.1,0.8,AGWT,MALL,11.0,,,,,,
DELTA - TWITCHELL,2016-12-17,11,5,1,6,0.5,0.1,0.5,NSHO,AMWI,12.0,,,,,,
FREITAS NORTH,2016-12-14,19,104,0,104,5.5,0.0,5.5,AGWT,MALL,11.0,,,,,,
FREITAS NORTH,2016-12-17,33,22,0,22,0.7,0.0,0.7,AGWT,MALL,12.0,,,,,,
FREITAS NORTH,2016-12-18,11,14,0,14,1.3,0.0,1.3,AGWT,MALL,12.0,,,,,,
FREITAS SOUTH,2016-12-14,8,26,0,26,3.3,0.0,3.3,AGWT,MALL,11.0,,,,,,
FREITAS SOUTH,2016-12-17,25,17,0,17,0.7,0.0,0.7,MALL,AGWT,12.0,,,,,,
GADWALL,2016-12-14,22,39,0,39,1.8,0.0,1.8,AGWT,MALL,11.0,,,,,,
GADWALL,2016-12-17,26,72,0,72,2.8,0.0,2.8,AGWT,NSHO,12.0,,,,,,
GADWALL,2016-12-18,14,12,0,12,0.9,0.0,0.9,AGWT,NSHO,12.0,,,,,,
GOLD HILLS,2016-12-14,2,0,0,0,0.0,0.0,0.0,,,11.0,,,,,,
GOLD HILLS,2016-12-17,2,0,0,0,0.0,0.0,0.0,,,12.0,,,,,,
GOLD HILLS,2016-12-18,4,2,0,2,0.5,0.0,0.5,RUDU,,12.0,,,,,,
GOODYEAR SLOUGH,2016-12-14,11,13,0,13,1.2,0.0,1.2,AGWT,AMWI,11.0,,,,,,
GOODYEAR SLOUGH,2016-12-17,6,4,0,4,0.7,0.0,0.7,NSHO,AGWT,12.0,,,,,,
GOODYEAR SLOUGH,2016-12-18,5,6,0,6,1.2,0.0,1.2,BUFF,GOLD,12.0,,,,,,
GRAY LODGE,2016-12-14,267,294,3,297,1.1,0.0,1.1,AGWT,NOPI,11.0,,,,,,
GRAY LODGE,2016-12-17,246,452,7,459,1.8,0.0,1.9,AMWI,NSHO,12.0,,,,,,
GRAY LODGE,2016-12-18,198,294,5,299,1.5,0.0,1.5,NOPI,AMWI,12.0,,,,,,
GRIZZLY ISLAND,2016-12-14,86,100,1,101,1.2,0.0,1.2,AGWT,MALL,11.0,,,,,,
GRIZZLY ISLAND,2016-12-17,153,220,0,220,1.4,0.0,1.4,AGWT,AMWI,12.0,,,,,,
GRIZZLY ISLAND,2016-12-18,103,83,1,84,0.8,0.0,0.8,NOPI,AGWT,12.0,,,,,,
HONEY LAKE - DAKIN,2016-12-14,5,2,3,5,0.4,0.6,1.0,CAGO,MALL,11.0,,,,,,
HONEY LAKE - DAKIN,2016-12-17,5,5,2,7,1.0,0.4,1.4,AGWT,CAGO,12.0,,,,,,
HONEY LAKE - FLEMING,2016-12-14,7,13,6,19,1.9,0.9,2.7,MALL,CAGO,11.0,,,,,,
HONEY LAKE - FLEMING,2016-12-17,12,30,7,37,2.5,0.6,3.1,MALL,AMWI,12.0,,,,,,
HONEY LAKE - FLEMING,2016-12-18,5,2,4,6,0.4,0.8,1.2,CAGO,AMWI,12.0,,,,,,
HOWARD SLOUGH,2016-12-14,81,213,1,214,2.6,0.0,2.6,AGWT,MALL,11.0,,,,,,
HOWARD SLOUGH,2016-12-24,68,329,17,346,4.8,0.3,5.1,MALL,NOPI,13.0,,,,,,
ISLAND SLOUGH,2016-12-14,8,15,0,15,1.9,0.0,1.9,AGWT,AGWT,11.0,,,,,,
ISLAND SLOUGH,2016-12-17,8,8,0,8,1.0,0.0,1.0,AGWT,NSHO,12.0,,,,,,
ISLAND SLOUGH,2016-12-18,11,6,0,6,0.5,0.0,0.5,BUFF,AGWT,12.0,,,,,,
JOICE ISLAND,2016-12-18,26,44,0,44,1.7,0.0,1.7,AGWT,CITE,12.0,,,,,,
KERN,2016-12-14,83,202,1,203,2.4,0.0,2.4,AGWT,GADW,11.0,,,,,,
KERN,2016-12-17,94,239,0,239,2.5,0.0,2.5,NSHO,AGWT,12.0,,,,,,
KESTERSON,2016-12-14,34,84,0,84,2.5,0.0,2.5,AGWT,MALL,11.0,,,,,,
KESTERSON,2016-12-17,75,54,0,54,0.7,0.0,0.7,NSHO,AGWT,12.0,,,,,,
KESTERSON,2016-12-18,44,25,0,25,0.6,0.0,0.6,AGWT,MALL,12.0,,,,,,
LLANO SECO,2016-12-14,49,111,4,115,2.3,0.1,2.3,AGWT,AMWI,11.0,,,,,,
LOS BANOS,2016-12-14,42,109,1,110,2.6,0.0,2.6,AGWT,MALL,11.0,,,,,,
LOS BANOS,2016-12-17,138,280,1,281,2.0,0.0,2.0,AGWT,MALL,12.0,,,,,,
LOS BANOS,2016-12-18,101,105,1,106,1.0,0.0,1.0,AGWT,MALL,12.0,,,,,,
MENDOTA,2016-12-14,160,261,1,262,1.6,0.0,1.6,AGWT,MALL,11.0,,,,,,
MENDOTA,2016-12-17,401,969,2,971,2.4,0.0,2.4,AGWT,NOPI,12.0,,,,,,
MENDOTA,2016-12-18,121,167,2,169,1.4,0.0,1.4,AGWT,AMWI,12.0,,,,,,
MERCED,2016-12-14,17,50,0,50,2.9,0.0,2.9,MALL,AGWT,11.0,,,,,,
MERCED,2016-12-17,26,49,2,51,1.9,0.1,2.0,MALL,AGWT,12.0,,,,,,
SACRAMENTO,2016-12-17,220,329,53,382,1.5,0.2,1.7,NSHO,GADW,12.0,,,,,,
SACRAMENTO,2016-12-18,149,168,33,201,1.1,0.2,1.3,NSHO,MALL,12.0,,,,,,
SALT SLOUGH,2016-12-14,20,24,0,24,1.2,0.0,1.2,AGWT,MALL,11.0,,,,,,
SALT SLOUGH,2016-12-17,36,67,0,67,1.9,0.0,1.9,AGWT,MALL,12.0,,,,,,
SALT SLOUGH,2016-12-18,22,31,0,31,1.4,0.0,1.4,AGWT,MALL,12.0,,,,,,
SONNY BONO,2016-12-14,7,0,2,2,0.0,0.3,0.3,LSGO,,11.0,,,,,,
SONNY BONO,2016-12-17,23,13,18,31,0.6,0.8,1.3,LSGO,CITE,12.0,,,,,,
SONNY BONO,2016-12-18,8,3,0,3,0.4,0.0,0.4,NOPI,NSHO,12.0,,,,,,
SAN JACINTO,2016-12-14,143,139,0,139,1.0,0.0,1.0,NSHO,AGWT,11.0,,,,,,
SAN JACINTO,2016-12-17,190,268,1,269,1.4,0.0,1.4,AGWT,NSHO,12.0,,,,,,
SAN LUIS,2016-12-14,51,165,1,166,3.2,0.0,3.3,AGWT,MALL,11.0,,,,,,
SAN LUIS,2016-12-18,98,137,4,141,1.4,0.0,1.4,AGWT,MALL,12.0,,,,,,
SAN LUIS,2016-12-17,58,77,0,77,1.3,0.0,1.3,AGWT,MALL,12.0,,,,,,
SHASTA VALLEY,2016-12-14,10,32,0,32,3.2,0.0,3.2,NSHO,MALL,11.0,,,,,,
SHASTA VALLEY,2016-12-17,12,10,0,10,0.8,0.0,0.8,MALL,AGWT,12.0,,,,,,
VOLTA,2016-12-14,40,124,0,124,3.1,0.0,3.1,AGWT,MALL,11.0,,,,,,
VOLTA,2016-12-17,95,187,0,187,2.0,0.0,2.0,AGWT,MALL,12.0,,,,,,
VOLTA,2016-12-18,49,37,0,37,0.8,0.0,0.8,AGWT,CITE,12.0,,,,,,
WEST BEAR CREEK,2016-12-14,31,78,0,78,2.5,0.0,2.5,AGWT,MALL,11.0,,,,,,
WEST BEAR CREEK,2016-12-17,36,84,1,85,2.3,0.0,2.4,MALL,AGWT,12.0,,,,,,
WEST BEAR CREEK,2016-12-18,30,26,0,26,0.9,0.0,0.9,AGWT,AMWI,12.0,,,,,,
WILLOW CREEK,2016-12-14,4,3,2,5,0.8,0.5,1.3,MALL,CAGO,11.0,,,,,,
WILLOW CREEK,2016-12-17,1,5,0,5,5.0,0.0,5.0,GADW,MALL,12.0,,,,,,
WISTER,2016-12-14,109,202,14,216,1.9,0.1,2.0,NSHO,NOPI,11.0,,,,,,
WISTER,2016-12-17,263,191,16,207,0.7,0.1,0.8,AGWT,NOPI,12.0,,,,,,
WISTER,2016-12-18,54,51,10,61,0.9,0.2,1.1,AMWI,AMWI,12.0,,,,,,
YOLO,2016-12-14,210,383,0,383,1.8,0.0,1.8,AGWT,NSHO,11.0,,,,,,
YOLO,2016-12-17,221,419,4,423,1.9,0.0,1.9,AGWT,AMWI,12.0,,,,,,
ASH CREEK,2016-12-21,9,3,2,5,0.3,0.2,0.6,CAGO,MALL,12.0,,,,,,
ASH CREEK,2016-12-24,3,0,6,6,0.0,2.0,2.0,CAGO,,13.0,,,,,,
ASH CREEK,2016-12-25,1,0,2,2,0.0,2.0,2.0,CAGO,,13.0,,,,,,
BUTTE VALLEY,2016-12-21,1,0,2,2,0.0,2.0,2.0,CAGO,,12.0,,,,,,
BUTTE VALLEY,2016-12-24,5,0,0,0,0.0,0.0,0.0,,,13.0,,,,,,
CHINA ISLAND,2016-12-21,20,10,0,10,0.5,0.0,0.5,AGWT,MALL,12.0,,,,,,
CHINA ISLAND,2016-12-24,31,2,0,2,0.1,0.0,0.1,MALL,MALL,13.0,,,,,,
COLUSA,2016-12-21,111,245,4,249,2.2,0.0,2.2,AGWT,NSHO,12.0,,,,,,
COLUSA,2016-12-24,73,341,2,343,4.7,0.0,4.7,AGWT,GADW,13.0,,,,,,
DELEVAN,2016-12-21,183,608,91,699,3.3,0.5,3.8,AGWT,GADW,12.0,,,,,,
DELEVAN,2016-12-24,139,653,43,696,4.7,0.3,5.0,AGWT,NSHO,13.0,,,,,,
FREITAS NORTH,2016-12-21,16,45,0,45,2.8,0.0,2.8,AGWT,MALL,12.0,,,,,,
FREITAS NORTH,2016-12-24,23,27,0,27,1.2,0.0,1.2,AGWT,MALL,13.0,,,,,,
FREITAS SOUTH,2016-12-21,7,10,0,10,1.4,0.0,1.4,AGWT,MALL,12.0,,,,,,
FREITAS SOUTH,2016-12-24,7,11,0,11,1.6,0.0,1.6,MALL,AGWT,13.0,,,,,,
GADWALL,2016-12-21,30,43,0,43,1.4,0.0,1.4,AGWT,NSHO,12.0,,,,,,
GADWALL,2016-12-24,25,44,0,44,1.8,0.0,1.8,NSHO,AGWT,13.0,,,,,,
GOLD HILLS,2016-12-21,2,0,0,0,,,,,,12.0,,,,,,
GOLD HILLS,2016-12-24,2,0,0,0,,,,,,13.0,,,,,,
GOLD HILLS,2016-12-25,0,0,0,0,,,,,,13.0,,,,,,
GOODYEAR SLOUGH,2016-12-21,8,8,0,8,1.0,0.0,1.0,BUFF,AMWI,12.0,,,,,,
GOODYEAR SLOUGH,2016-12-24,11,4,0,4,0.4,0.0,0.4,AMWI,NOPI,13.0,,,,,,
GRAY LODGE,2016-12-21,333,562,21,583,1.7,0.1,1.8,NSHO,GADW,12.0,,,,,,
GRAY LODGE,2016-12-24,246,845,11,856,3.4,0.0,3.5,AMWI,AGWT,13.0,,,,,,
GRIZZLY ISLAND,2016-12-21,118,146,0,146,1.2,0.0,1.2,AGWT,NSHO,12.0,,,,,,
GRIZZLY ISLAND,2016-12-24,139,150,0,150,1.1,0.0,1.1,NSHO,AMWI,13.0,,,,,,
HONEY LAKE- DAKIN,2016-12-21,0,0,0,0,,,,,,12.0,,,,,,
HONEY LAKE- DAKIN,2016-12-24,0,0,0,0,,,,,,13.0,,,,,,
HONEY LAKE- FLEMING,2016-12-21,13,28,4,32,2.2,0.3,2.5,AMWI,MALL,12.0,,,,,,
HONEY LAKE- FLEMING,2016-12-24,14,37,7,44,2.6,0.5,3.1,MALL,CAGO,13.0,,,,,,
HOWARD SLOUGH,2016-12-24,68,329,17,346,4.8,0.3,5.1,MALL,NOPI,13.0,,,,,,
ISLAND SLOUGH,2016-12-21,7,12,0,0,1.7,0.0,0.0,NSHO,AMWI,12.0,,,,,,
ISLAND SLOUGH,2016-12-24,11,15,0,0,1.4,0.0,0.0,NSHO,AMWI,13.0,,,,,,
ISLAND SLOUGH,2016-12-25,11,4,0,0,0.4,0.0,0.0,MALL,NOPI,13.0,,,,,,
KERN,2016-12-21,99,370,1,371,3.7,0.0,3.7,AGWT,NSHO,12.0,,,,,,
KERN,2016-12-24,79,225,1,226,2.9,0.01,2.86,AGWT,GADW,13.0,,,,,,
KESTERSON,2016-12-21,54,85,0,85,1.6,0.0,1.6,AGWT,NSHO,12.0,,,,,,
KESTERSON,2016-12-24,64,66,0,66,1.0,0.0,1.0,AGWT,NSHO,13.0,,,,,,
LLANO SECO,2016-12-21,56,90,18,108,1.6,0.3,1.9,AMWI,NOPI,12.0,,,,,,
LLANO SECO,2016-12-24,63,114,4,118,1.8,0.1,1.9,AMWI,MALL,13.0,,,,,,
LOS BANOS,2016-12-21,116,142,1,143,1.2,0.0,1.2,AGWT,AMWI,12.0,,,,,,
LOS BANOS,2016-12-24,119,177,0,177,1.5,0.0,1.5,AGWT,MALL,13.0,,,,,,
MENDOTA,2016-12-21,270,442,1,443,1.6,0.0,1.6,AGWT,NSHO,12.0,,,,,,
MENDOTA,2016-12-24,272,390,1,391,1.4,0.0,1.4,AGWT,NSHO,13.0,,,,,,
MERCED,2016-12-21,26,56,8,64,2.2,0.3,2.5,NSHO,AGWT,12.0,,,,,,
MERCED,2016-12-24,29,65,7,72,2.2,0.2,2.5,AGWT,MALL,13.0,,,,,,
SACRAMENTO,2016-12-21,215,366,217,583,1.7,1.0,2.7,LSGO,MALL,12.0,,,,,,
SACRAMENTO,2016-12-24,166,519,52,571,3.1,0.3,3.4,MALL,AGWT,13.0,,,,,,
SALT SLOUGH,2016-12-21,30,43,0,43,1.4,0.0,1.4,AGWT,AMWI,12.0,,,,,,
SALT SLOUGH,2016-12-24,28,33,0,33,1.2,0.0,1.2,AGWT,MALL,13.0,,,,,,
SONNY BONO,2016-12-21,3,8,4,12,2.7,1.3,4.0,NSHO,NSHO,12.0,,,,,,
SONNY BONO,2016-12-24,3,12,4,16,4.0,1.3,5.3,AGWT,AGWT,13.0,,,,,,
SAN JACINTO,2016-12-21,159,345,1,346,2.2,0.0,2.2,AGWT,NSHO,12.0,,,,,,
SAN JACINTO,2016-12-24,146,134,0,134,0.9,0.0,0.9,NSHO,GADW,13.0,,,,,,
SAN LUIS,2016-12-21,69,166,1,167,2.4,0.0,2.4,AGWT,MALL,12.0,,,,,,
