Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Los Banos,11/18,43,27,0,27,0.63,0.00,0.63,MALL,NSHO
Los Banos,11/21,82,96,0,96,1.17,0.00,1.17,AGWT,NSHO
Los Banos,11/22,51,18,0,18,0.35,0.00,0.35,AGWT,MALL
Mendota,11/18,227,213,13,226,0.94,0.06,1.00,NSHO,AGWT
Mendota,11/21,424,159,4,163,0.38,0.01,0.38,NSHO,AGWT
Mendota,11/22,78,44,4,48,0.56,0.05,0.62,AGWT,NSHO
Merced,11/18,6,13,0,13,2.17,0.00,2.17,NSHO,BUFF
Merced,11/21,9,7,1,8,0.78,0.11,0.89,MALL,
Sacramento,11/18,131,247,11,258,1.89,0.08,1.97,NSHO,GADW
Sacramento,11/21,187,315,62,377,1.68,0.33,2.02,NSHO,MALL
Sacramento,11/22,127,103,25,128,0.81,0.20,1.01,NSHO,AMWI
Salt Slough,11/18,12,14,0,14,1.17,0.00,1.17,AGWT,MALL
Salt Slough,11/21,23,37,0,37,1.61,0.00,1.61,MALL,AGWT
Salt Slough,11/22,18,2,0,2,0.11,0.00,0.11,MALL,
Sonny Bono Salton Sea,11/18,1,1,0,1,1.00,0.00,1.00,NSHO,
Sonny Bono Salton Sea,11/21,14,5,2,7,0.36,0.14,0.50,MALL,NSHO
Sonny Bono Salton Sea,11/22,2,2,1,3,1.00,0.50,1.50,GADW,GADW
San Jacinto,11/18,110,258,0,258,2.35,0.00,2.35,NSHO,AGWT
San Jacinto,11/21,145,319,3,322,2.20,0.02,2.22,NSHO,AGWT
San Luis,11/18,46,29,0,29,0.63,0.00,0.63,AGWT,MALL
San Luis,11/21,66,36,1,37,0.55,0.02,0.56,AGWT,MALL
San Luis,11/22,35,25,0,25,0.71,0.00,0.71,AGWT,MALL
Shasta Valley,11/18,15,22,0,22,1.47,0.00,1.47,AGWT,MALL
Shasta Valley,11/21,17,46,0,46,2.71,0.00,2.71,AGWT,MALL
Shasta Valley,11/22,11,24,2,26,2.18,0.18,2.36,AGWT,NSHO
Volta,11/18,23,15,0,15,0.65,0.00,0.65,MALL,NSHO
Volta,11/21,58,36,0,36,0.62,0.00,0.62,MALL,
Volta,11/22,18,2,0,2,0.11,0.00,0.11,AGWT,AGWT
Willow Creek,11/18,2,1,0,1,0.50,0.00,0.50,MALL,
Willow Creek,11/21,3,7,2,9,2.33,0.67,3.00,MALL,CAGO
Willow Creek,11/22,1,7,0,7,7.00,0.00,7.00,AMWI,NSHO
Wister,11/18,121,336,1,337,2.78,0.01,2.79,NSHO,AMWI
Wister,11/21,177,311,18,329,1.76,0.10,1.86,NSHO,AMWI
Wister,11/22,65,53,9,62,0.82,0.14,0.95,NSHO,AMWI
Yolo,11/18,135,146,1,147,1.08,0.01,1.09,NSHO,AGWT
Yolo,11/21,220,287,1,288,1.30,0.00,1.31,NSHO,AGWT
Yolo,11/22,161,105,0,105,0.65,0.00,0.65,NSHO,AGWT
Ash Creek,11/25,9,25,0,25,2.78,0.00,2.78,MALL,AGWT
Ash Creek,11/28,6,4,0,4,0.67,0.00,0.67,MALL,
Ash Creek,11/29,7,2,1,3,0.29,0.14,0.43,MALL,CAGO
Butte Valley,11/25,1,0,0,0,0.00,0.00,0.00,,
Butte Valley,11/28,4,3,0,3,0.75,0.00,0.75,AMWI,AGWT
Butte Valley,11/29,0,0,0,0,,,,
Colusa,11/25,100,128,5,133,1.28,0.05,1.33,NSHO,GADW
Colusa,11/28,101,481,7,488,4.76,0.07,4.83,NSHO,GADW
Colusa,11/29,81,189,0,189,2.33,0.00,2.33,NSHO,GADW
Delevan,11/25,168,485,6,491,2.89,0.04,2.92,GADW,NSHO
Delevan,11/28,210,1006,20,1026,4.79,0.10,4.89,NSHO,GADW
Delevan,11/29,138,320,13,333,2.32,0.09,2.41,NSHO,GADW
Freitas North,11/25,16,16,0,16,1.00,0.00,1.00,AGWT,MALL
Freitas North,11/28,21,8,0,8,0.38,0.00,0.38,MALL,AGWT
Freitas North,11/29,5,4,0,4,0.80,0.00,0.80,MALL,
Freitas South,11/25,7,7,0,7,1.00,0.00,1.00,MALL,AGWT
Freitas South,11/28,6,4,0,4,0.67,0.00,0.67,MALL,
Freitas South,11/29,0,0,0,0,,,,
Gadwall,11/25,14,11,0,11,0.79,0.00,0.79,CANV,MALL
Gadwall,11/28,12,23,0,23,1.92,0.00,1.92,NSHO,RNDU
Gadwall,11/29,9,16,0,16,1.78,0.00,1.78,NSHO,MALL
Gray Lodge,11/25,247,266,3,269,1.08,0.01,1.09,GADW,NSHO
Gray Lodge,11/28,315,1061,24,1085,3.37,0.08,3.44,GADW,NSHO
Gray Lodge,11/29,222,270,9,279,1.22,0.04,1.26,NSHO,GADW
Grizzly Island,11/25,125,128,0,128,1.02,0.00,1.02,GOLD,NSHO
Grizzly Island,11/28,118,186,2,188,1.58,0.02,1.59,NSHO,AMWI
Grizzly Island,11/29,102,90,0,90,0.88,0.00,0.88,BUFF,NSHO
Honey Lake - Dakin,11/25,8,24,0,24,3.00,0.00,3.00,AMWI,MALL
Honey Lake - Dakin,11/28,7,0,0,0,0.00,0.00,0.00,,
Honey Lake - Dakin,11/29,3,7,0,7,2.33,0.00,2.33,MALL,GADW
Honey Lake - Fleming,11/25,11,4,0,4,0.36,0.00,0.36,MALL,AGWT
Honey Lake - Fleming,11/28,10,10,0,10,1.00,0.00,1.00,MALL,AGWT
Honey Lake - Fleming,11/29,7,0,0,0,0.00,0.00,0.00,,
Howard Slough,11/25,69,57,5,62,0.83,0.07,0.90,AGWT,NSHO
Howard Slough,11/28,52,102,20,122,1.96,0.38,2.35,NSHO,GADW
Howard Slough,11/29,74,49,13,62,0.66,0.18,0.84,AGWT,GWFG
Kesterson,11/25,60,50,0,50,0.83,0.00,0.83,AGWT,NSHO
Kesterson,11/28,25,6,0,6,0.24,0.00,0.24,MALL,AGWT
Kesterson,11/29,36,95,0,95,2.64,0.00,2.64,NSHO,GADW
Little Dry Creek,11/25,45,185,0,185,4.11,0.00,4.11,AMWI,GADW
Little Dry Creek,11/28,1,0,0,0,0.00,0.00,0.00,,
Little Dry Creek,11/29,39,125,0,125,3.21,0.00,3.21,AMWI,NSHO
Llano Seco,11/25,38,35,0,35,0.92,0.00,0.92,NSHO,AGWT
Llano Seco,11/28,31,80,0,80,2.58,0.00,2.58,AMWI,NSHO
Llano Seco,11/29,38,35,0,35,0.92,0.00,0.92,AMWI,NSHO
Los Banos,11/25,94,73,1,74,0.78,0.01,0.79,AGWT,MALL
Los Banos,11/28,107,189,1,190,1.77,0.01,1.78,AGWT,MALL
Los Banos,11/29,51,55,0,55,1.08,0.00,1.08,AGWT,MALL
Mendota,11/25,252,247,2,249,0.98,0.01,0.99,AGWT,NSHO
Mendota,11/28,231,443,2,445,1.92,0.01,1.93,AGWT,NSHO
Mendota,11/29,86,79,0,79,0.92,0.00,0.92,AGWT,NSHO
Merced,11/25,9,15,0,15,1.67,0.00,1.67,NSHO,MALL
Merced,11/28,9,11,0,11,1.22,0.00,1.22,NSHO,GADW
Sacramento,11/25,193,356,29,385,1.84,0.15,1.99,NSHO,GADW
Sacramento,11/28,209,827,55,882,3.96,0.26,4.22,NSHO,GADW
Sacramento,11/29,139,315,24,339,2.27,0.17,2.44,NSHO,GADW
Salt Slough,11/25,39,27,0,27,0.69,0.00,0.69,MALL,AGWT
Salt Slough,11/28,49,59,0,59,1.20,0.00,1.20,MALL,AGWT
Salt Slough,11/29,18,10,0,10,0.56,0.00,0.56,MALL,AGWT
Sonny Bono Salton Sea,11/25,22,11,1,12,0.50,0.05,0.55,CITE,GADW
Sonny Bono Salton Sea,11/28,25,10,7,17,0.40,0.28,0.68,LSGO,MALL
Sonny Bono Salton Sea,11/29,6,2,1,3,0.33,0.17,0.50,MALL,NSHO
San Jacinto,11/25,165,234,0,234,1.42,0.00,1.42,NSHO,AGWT
San Jacinto,11/28,146,252,0,252,1.73,0.00,1.73,NSHO,AGWT
San Luis,11/25,83,58,0,58,0.70,0.00,0.70,MALL,NSHO
San Luis,11/28,89,83,0,83,0.93,0.00,0.93,AGWT,NSHO
San Luis,11/29,36,27,0,27,0.75,0.00,0.75,AGWT,MALL
Shasta Valley,11/25,22,34,0,34,1.55,0.00,1.55,OTDU,AGWT
Shasta Valley,11/28,29,40,0,40,1.38,0.00,1.38,AGWT,AMWI
Shasta Valley,11/29,21,34,0,34,1.62,0.00,1.62,NSHO,AGWT
Volta,11/25,41,47,0,47,1.15,0.00,1.15,MALL,AGWT
Volta,11/28,73,80,0,80,1.10,0.00,1.10,AGWT,MALL
Volta,11/29,26,13,0,13,0.50,0.00,0.50,NSHO,MALL
Willow Creek,11/25,2,6,0,6,3.00,0.00,3.00,MALL,AMWI
Willow Creek,11/28,2,0,0,0,0.00,0.00,0.00,,
Willow Creek,11/29,1,1,0,1,1.00,0.00,1.00,GADW,
Wister,11/25,199,408,13,421,2.05,0.07,2.12,AMWI,NSHO
Wister,11/28,194,442,57,499,2.28,0.29,2.57,NSHO,AMWI
Wister,11/29,80,57,1,58,0.71,0.01,0.73,AGWT,NSHO
Yolo,11/25,244,300,0,300,1.23,0.00,1.23,AGWT,NSHO
Yolo,11/28,282,537,13,550,1.90,0.05,1.95,NSHO,AGWT
Yolo,11/29,177,287,4,291,1.62,0.02,1.64,NSHO,AGWT
Ash Creek,12/2,3,0,0,0,0.00,0.00,0.00,,
Ash Creek,12/5,6,13,0,13,2.17,0.00,2.17,MALL,AMWI
Ash Creek,12/6,8,5,0,5,0.63,0.00,0.63,MALL,AMWI
Butte Valley,12/2,0,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/5,0,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/6,0,0,0,0,0.00,0.00,0.00,,
China Island,12/2,9,3,0,3,0.33,0.00,0.33,AGWT,MALL
China Island,12/5,7,1,0,1,0.14,0.00,0.14,AGWT,
China Island,12/6,13,6,0,6,0.46,0.00,0.46,AGWT,
Colusa,12/2,67,396,3,399,5.91,0.04,5.96,NSHO,AGWT
Colusa,12/5,135,534,1,535,3.96,0.01,3.96,NSHO,GADW
Colusa,12/6,93,161,1,162,1.73,0.01,1.74,NSHO,AGWT
Delevan,12/2,130,766,23,789,5.89,0.18,6.07,NSHO,AGWT
Delevan,12/5,203,1024,13,1037,5.04,0.06,5.11,NSHO,AGWT
Delevan,12/6,176,388,8,396,2.20,0.05,2.25,NSHO,AGWT
Delta - Twitchell,12/2,3,9,0,9,3.00,0.00,3.00,AMWI,NSHO
Delta - Twitchell,12/5,12,4,0,4,0.33,0.00,0.33,AMWI,AGWT
Freitas North,12/2,8,34,0,34,4.25,0.00,4.25,MALL,MALL
Freitas North,12/5,16,43,0,43,2.69,0.00,2.69,AGWT,MALL
Freitas North,12/6,7,13,0,13,1.86,0.00,1.86,AGWT,MALL
Freitas South,12/2,2,3,0,3,1.50,0.00,1.50,MALL,AGWT
Freitas South,12/5,14,22,0,22,1.57,0.00,1.57,AGWT,MALL
Freitas South,12/6,3,5,0,5,1.67,0.00,1.67,MALL,AMWI
Gadwall,12/2,13,20,0,20,1.54,0.00,1.54,NSHO,AGWT
Gadwall,12/5,16,35,0,35,2.19,0.00,2.19,AGWT,NSHO
Gadwall,12/6,11,23,1,24,2.09,0.09,2.18,NSHO,AGWT
Gold Hills,12/2,1,1,0,1,1.00,0.00,1.00,NSHO,
Gold Hills,12/5,5,2,0,2,0.40,0.00,0.40,BUFF,RUDU
Gold Hills,12/6,2,2,0,2,1.00,0.00,1.00,NSHO,
Goodyear Slough,12/2,8,17,0,17,2.13,0.00,2.13,AMWI,NSHO
Goodyear Slough,12/5,23,19,0,19,0.83,0.00,0.83,AMWI,NSHO
Goodyear Slough,12/6,11,11,0,11,1.00,0.00,1.00,AMWI,NSHO
Gray Lodge,12/2,205,646,7,653,3.15,0.03,3.19,NSHO,GADW
Gray Lodge,12/5,292,896,3,899,3.07,0.01,3.08,NSHO,GADW
Gray Lodge,12/6,279,530,0,530,1.90,0.00,1.90,GADW,NSHO
Grizzly Island,12/2,69,145,3,148,2.10,0.04,2.14,NSHO,AMWI
Grizzly Island,12/5,156,308,1,309,1.97,0.01,1.98,AGWT,NSHO
Honey Lake - Dakin,12/2,116,57,0,57,0.49,0.00,0.49,AMWI,NOPI
Honey Lake - Dakin,12/5,11,24,0,24,2.18,0.00,2.18,MALL,AGWT
Honey Lake - Dakin,12/6,5,8,0,8,1.60,0.00,1.60,MALL,GADW
Honey Lake - Fleming,12/2,4,4,0,4,1.00,0.00,1.00,MALL,NOPI
Honey Lake - Fleming,12/5,5,7,0,7,1.40,0.00,1.40,MALL,
Honey Lake - Fleming,12/6,3,3,0,3,1.00,0.00,1.00,MALL,
Howard Slough,12/2,72,163,4,167,2.26,0.06,2.32,NSHO,GADW
Howard Slough,12/5,81,219,4,223,2.70,0.05,2.75,NSHO,AMWI
Howard Slough,12/6,73,152,2,154,2.08,0.03,2.11,AMWI,AGWT
Island Slough,12/2,8,5,0,5,0.63,0.00,0.63,NSHO,
Island Slough,12/5,9,16,0,16,1.78,0.00,1.78,NSHO,AGWT
Island Slough,12/6,17,6,0,6,0.35,0.00,0.35,NSHO,BUFF
Joice Island,12/6,35,117,0,117,3.34,0.00,3.34,MALL,AGWT
Kesterson,12/2,25,41,0,41,1.64,0.00,1.64,NSHO,AGWT
Kesterson,12/5,55,93,0,93,1.69,0.00,1.69,AGWT,NSHO
Kesterson,12/6,40,32,0,32,0.80,0.00,0.80,AGWT,MALL
Little Dry Creek,12/2,33,106,1,107,3.21,0.03,3.24,NSHO,AMWI
Little Dry Creek,12/5,50,172,0,172,3.44,0.00,3.44,AMWI,NSHO
Little Dry Creek,12/6,44,122,2,124,2.77,0.05,2.82,NSHO,GADW
Llano Seco,12/2,26,54,0,54,2.08,0.00,2.08,NSHO,AMWI
Llano Seco,12/5,44,69,0,69,1.57,0.00,1.57,NSHO,AMWI
Llano Seco,12/6,57,95,1,96,1.67,0.02,1.68,AMWI,NSHO
Los Banos,12/2,57,98,0,98,1.72,0.00,1.72,NSHO,AGWT
Los Banos,12/5,110,122,1,123,1.11,0.01,1.12,AGWT,NSHO
Los Banos,12/6,67,35,0,35,0.52,0.00,0.52,AGWT,AMWI
Mendota,12/2,153,262,1,263,1.71,0.01,1.72,AGWT,NSHO
Mendota,12/5,313,401,0,401,1.28,0.00,1.28,AGWT,NSHO
Mendota,12/6,137,68,0,68,0.50,0.00,0.50,NSHO,AGWT
Merced,12/2,10,29,0,29,2.90,0.00,2.90,NSHO,AGWT
Merced,12/5,11,17,0,17,1.55,0.00,1.55,NSHO,GADW
Sacramento,12/2,175,725,15,740,4.14,0.09,4.23,NSHO,GADW
Sacramento,12/5,144,515,11,526,3.58,0.08,3.65,NSHO,GADW
Sacramento,12/6,195,447,14,461,2.29,0.07,2.36,NSHO,AMWI
Salt Slough,12/2,28,40,0,40,1.43,0.00,1.43,AGWT,MALL
Salt Slough,12/5,56,65,0,65,1.16,0.00,1.16,AGWT,MALL
Salt Slough,12/6,21,22,0,22,1.05,0.00,1.05,AGWT,CANV
Sonny Bono Salton Sea,12/2,2,0,0,0,0.00,0.00,0.00,,
Sonny Bono Salton Sea,12/5,20,14,0,14,0.70,0.00,0.70,CITE,AMWI
Sonny Bono Salton Sea,12/6,5,10,0,10,2.00,0.00,2.00,CITE,NOPI
San Jacinto,12/2,119,348,0,348,2.92,0.00,2.92,NSHO,AGWT
San Jacinto,12/5,144,306,2,308,2.13,0.01,2.14,NSHO,AGWT
San Luis,12/2,42,79,0,79,1.88,0.00,1.88,AGWT,MALL
San Luis,12/5,87,172,0,172,1.98,0.00,1.98,AGWT,MALL
San Luis,12/6,53,49,0,49,0.92,0.00,0.92,AGWT,NSHO
Shasta Valley,12/2,11,19,0,19,1.73,0.00,1.73,AGWT,MALL
Shasta Valley,12/5,16,39,2,41,2.44,0.13,2.56,MALL,AGWT
Shasta Valley,12/6,12,34,0,34,2.83,0.00,2.83,AGWT,NSHO
Volta,12/2,33,38,0,38,1.15,0.00,1.15,NSHO,MALL
Volta,12/5,94,149,0,149,1.59,0.00,1.59,AGWT,NSHO
Volta,12/6,28,27,0,27,0.96,0.00,0.96,NSHO,CITE
West Family Junior,12/2,0,0,0,0,0.00,0.00,0.00,,
West Family Junior,12/5,2,0,0,0,0.00,0.00,0.00,,
West Family Junior,12/6,4,5,0,5,1.25,0.00,1.25,NOPI,NSHO
Willow Creek,12/2,2,4,1,5,2.00,0.50,2.50,MALL,CAGO
Willow Creek,12/5,3,21,0,21,7.00,0.00,7.00,MALL,AGWT
Willow Creek,12/6,2,7,0,7,3.50,0.00,3.50,AMWI,MALL
Wister,12/2,112,429,9,438,3.83,0.08,3.91,AGWT,NOPI
Wister,12/5,226,877,26,903,3.88,0.12,4.00,AGWT,NSHO
Wister,12/6,65,96,4,100,1.48,0.06,1.54,AGWT,NSHO
Yolo,12/2,163,619,5,624,3.80,0.03,3.83,NSHO,NOPI
Yolo,12/5,231,913,1,914,3.95,0.00,3.96,NSHO,AGWT
Yolo,12/6,214,537,3,540,2.51,0.01,2.52,NSHO,AGWT
Ash Creek,12/9,11,22,5,27,2.00,0.45,2.45,MALL,AMWI
Ash Creek,12/12,13,27,4,31,2.08,0.31,2.38,AMWI,MALL
Ash Creek,12/13,2,3,2,5,1.50,1.00,2.50,MALL,CAGO
Butte Valley,12/9,0,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/12,8,5,1,6,0.63,0.13,0.75,GADW,MALL
Butte Valley,12/13,2,0,0,0,0.00,0.00,0.00,,
Colusa,12/9,89,421,16,437,4.73,0.18,4.91,GADW,AMWI
Colusa,12/12,138,561,5,566,4.07,0.04,4.10,AGWT,AMWI
Colusa,12/13,124,395,60,455,3.19,0.48,3.67,NSHO,GADW
Delevan,12/9,167,592,22,614,3.54,0.13,3.68,NSHO,GADW
Delevan,12/12,118,525,25,550,4.45,0.21,4.66,AGWT,NSHO
Delevan,12/13,185,589,34,623,3.18,0.18,3.37,NSHO,GADW
Freitas North,12/9,12,70,1,71,5.83,0.08,5.92,AGWT,MALL
Freitas North,12/12,33,72,1,73,2.18,0.03,2.21,AGWT,MALL
Freitas North,12/13,10,13,0,13,1.30,0.00,1.30,AGWT,MALL
Freitas South,12/9,7,18,0,18,2.57,0.00,2.57,AGWT,MALL
Freitas South,12/12,14,23,1,24,1.64,0.07,1.71,AGWT,MALL
Freitas South,12/13,5,4,0,4,0.80,0.00,0.80,MALL,AGWT
Gadwall,12/9,16,34,0,34,2.13,0.00,2.13,NSHO,AGWT
Gadwall,12/12,22,79,0,79,3.59,0.00,3.59,NSHO,AGWT
Gadwall,12/13,26,83,0,83,3.19,0.00,3.19,NSHO,AGWT
Gray Lodge,12/9,244,519,4,523,2.13,0.02,2.14,GADW,AMWI
Gray Lodge,12/12,348,913,1,914,2.62,0.00,2.63,NSHO,GADW
Gray Lodge,12/13,327,716,4,720,2.19,0.01,2.20,GADW,AMWI
Grizzly Island,12/9,75,186,0,186,2.48,0.00,2.48,AGWT,NSHO
Grizzly Island,12/12,179,315,2,317,1.76,0.01,1.77,AMWI,NSHO
Grizzly Island,12/13,113,184,5,189,1.63,0.04,1.67,AMWI,BUFF
Honey Lake - Dakin,12/9,13,22,2,24,1.69,0.15,1.85,MALL,AMWI
Honey Lake - Dakin,12/12,11,25,6,31,2.27,0.55,2.82,MALL,AMWI
Honey Lake - Dakin,12/13,4,0,2,2,0.00,0.50,0.50,CAGO,
Honey Lake - Fleming,12/9,12,13,0,13,1.08,0.00,1.08,AMWI,GADW
Honey Lake - Fleming,12/12,9,9,0,9,1.00,0.00,1.00,AGWT,MALL
Honey Lake - Fleming,12/13,2,7,0,7,3.50,0.00,3.50,MALL,NOPI
Howard Slough,12/9,82,220,3,223,2.68,0.04,2.72,MALL,AMWI
Howard Slough,12/12,85,157,10,167,1.85,0.12,1.96,AMWI,NSHO
Howard Slough,12/13,91,271,7,278,2.98,0.08,3.05,MALL,AMWI
Joice Island,12/13,21,72,0,72,3.43,0.00,3.43,MALL,AMWI
Kesterson,12/9,44,93,2,95,2.11,0.05,2.16,AGWT,NSHO
Kesterson,12/12,63,91,0,91,1.44,0.00,1.44,AGWT,NSHO
Kesterson,12/13,59,61,0,61,1.03,0.00,1.03,AGWT,RUDU
Little Dry Creek,12/9,45,183,0,183,4.07,0.00,4.07,AMWI,AGWT
Little Dry Creek,12/12,59,211,2,213,3.58,0.03,3.61,GADW,AMWI
Little Dry Creek,12/13,59,198,2,200,3.36,0.03,3.39,GADW,AMWI
Llano Seco,12/9,45,167,5,172,3.71,0.11,3.82,AMWI,AGWT
Llano Seco,12/12,47,98,3,101,2.09,0.06,2.15,AMWI,NSHO
Llano Seco,12/13,62,141,52,193,2.27,0.84,3.11,AMWI,NOPI
Los Banos,12/9,77,191,5,196,2.48,0.06,2.55,AGWT,MALL
Los Banos,12/12,161,201,0,201,1.25,0.00,1.25,AGWT,NSHO
Los Banos,12/13,123,129,2,131,1.05,0.02,1.07,NSHO,AGWT
Mendota,12/9,157,228,1,229,1.45,0.01,1.46,AGWT,NSHO
Mendota,12/12,317,551,1,552,1.74,0.00,1.74,AGWT,NSHO
Mendota,12/13,161,232,3,235,1.44,0.02,1.46,AGWT,NSHO
Merced,12/9,9,40,3,43,4.44,0.33,4.78,AGWT,GADW
Merced,12/12,15,51,0,51,3.40,0.00,3.40,NSHO,AGWT
Sacramento,12/9,204,762,80,842,3.74,0.39,4.13,GADW,NSHO
Sacramento,12/12,229,930,38,968,4.06,0.17,4.23,NSHO,GADW
Sacramento,12/13,234,670,117,787,2.86,0.50,3.36,NSHO,GADW
Salt Slough,12/9,24,70,0,70,2.92,0.00,2.92,AGWT,AMWI
Salt Slough,12/12,50,78,0,78,1.56,0.00,1.56,AGWT,MALL
Salt Slough,12/13,40,38,0,38,0.95,0.00,0.95,AGWT,NSHO
Sonny Bono Salton Sea,12/9,13,0,21,21,0.00,1.62,1.62,LSGO,
Sonny Bono Salton Sea,12/12,30,8,17,25,0.27,0.57,0.83,LSGO,NSHO
Sonny Bono Salton Sea,12/13,6,0,0,0,0.00,0.00,0.00,,
San Jacinto,12/9,121,317,0,317,2.62,0.00,2.62,AGWT,NSHO
San Jacinto,12/12,156,367,0,367,2.35,0.00,2.35,AGWT,NSHO
San Luis,12/9,56,164,6,170,2.93,0.11,3.04,AGWT,NSHO
San Luis,12/12,94,183,0,183,1.95,0.00,1.95,AGWT,AMWI
San Luis,12/13,88,142,1,143,1.61,0.01,1.63,AGWT,MALL
Shasta Valley,12/9,15,19,0,19,1.27,0.00,1.27,NSHO,MALL
Shasta Valley,12/12,13,11,0,11,0.85,0.00,0.85,NOPI,AGWT
Shasta Valley,12/13,10,6,0,6,0.60,0.00,0.60,NOPI,MALL
Volta,12/9,52,103,0,103,1.98,0.00,1.98,AGWT,NSHO
Volta,12/12,91,132,0,132,1.45,0.00,1.45,AGWT,NSHO
Volta,12/13,62,61,0,61,0.98,0.00,0.98,NSHO,AGWT
Willow Creek,12/9,0,0,0,0,0.00,0.00,0.00,,
Willow Creek,12/12,1,1,0,1,1.00,0.00,1.00,AMWI,
Willow Creek,12/13,0,0,0,0,0.00,0.00,0.00,,
Wister,12/9,131,410,23,433,3.13,0.18,3.31,AGWT,NOPI
Wister,12/12,230,634,15,649,2.76,0.07,2.82,AGWT,NSHO
Wister,12/13,83,90,20,110,1.08,0.24,1.33,AGWT,LSGO
Yolo,12/9,225,633,15,648,2.81,0.07,2.88,NSHO,AGWT
Yolo,12/12,248,964,0,964,3.89,0.00,3.89,NSHO,AGWT
Yolo,12/13,263,772,8,780,2.94,0.03,2.97,NSHO,AMWI
Ash Creek,12/16,5,2,8,10,0.40,1.60,2.00,CAGO,MALL
Ash Creek,12/19,7,0,6,6,0.00,0.86,0.86,CAGO,LSGO
Ash Creek,12/20,6,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/16,0,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/19,4,7,0,7,1.75,0.00,1.75,AMWI,MALL
Butte Valley,12/20,0,0,0,0,0.00,0.00,0.00,,
Colusa,12/16,101,523,3,526,5.18,0.03,5.21,GADW,AMWI
Colusa,12/19,134,617,12,629,4.60,0.09,4.69,GADW,AMWI
Colusa,12/20,110,327,10,337,2.97,0.09,3.06,NSHO,GADW
Delevan,12/16,155,757,75,832,4.88,0.48,5.37,AGWT,NSHO
Delevan,12/19,181,689,127,816,3.81,0.70,4.51,NSHO,AGWT
Delevan,12/20,176,408,19,427,2.32,0.11,2.43,NSHO,GADW
Delta - Twitchell,12/16,8,14,1,15,1.75,0.13,1.88,AMWI,NOPI
Delta - Twitchell,12/19,10,22,1,23,2.20,0.10,2.30,AMWI,NSHO
Freitas North,12/16,10,24,0,24,2.40,0.00,2.40,AGWT,MALL
Freitas North,12/19,20,53,0,53,2.65,0.00,2.65,AGWT,MALL
Freitas North,12/20,21,33,0,33,1.57,0.00,1.57,AGWT,NOPI
Freitas South,12/16,10,12,0,12,1.20,0.00,1.20,AGWT,MALL
Freitas South,12/19,22,66,0,66,3.00,0.00,3.00,AGWT,MALL
Freitas South,12/20,9,12,0,12,1.33,0.00,1.33,AGWT,MALL
Gadwall,12/16,19,79,0,79,4.16,0.00,4.16,NSHO,AGWT
Gadwall,12/19,27,73,0,73,2.70,0.00,2.70,AGWT,NSHO
Gadwall,12/20,18,46,0,46,2.56,0.00,2.56,BWTE,AGWT
Gray Lodge,12/16,214,935,6,941,4.37,0.03,4.40,GADW,NSHO
Gray Lodge,12/19,368,883,2,885,2.40,0.01,2.40,GADW,AMWI
Gray Lodge,12/20,221,522,0,522,2.36,0.00,2.36,NSHO,AMWI
Grizzly Island,12/16,107,267,1,268,2.50,0.01,2.50,AMWI,NSHO
Grizzly Island,12/19,219,477,0,477,2.18,0.00,2.18,AMWI,AGWT
Grizzly Island,12/20,108,138,0,138,1.28,0.00,1.28,AMWI,NOPI
Honey Lake - Dakin,12/16,6,5,0,5,0.83,0.00,0.83,MALL,AMWI
Honey Lake - Dakin,12/19,8,14,3,17,1.75,0.38,2.13,MALL,AGWT
Honey Lake - Dakin,12/20,5,1,0,1,0.20,0.00,0.20,CITE,GADW
Honey Lake - Fleming,12/16,4,0,0,0,0.00,0.00,0.00,,
Honey Lake - Fleming,12/19,10,20,0,20,2.00,0.00,2.00,MALL,
Honey Lake - Fleming,12/20,5,7,1,8,1.40,0.20,1.60,MALL,AMWI
Howard Slough,12/16,60,192,13,205,3.20,0.22,3.42,AMWI,NSHO
Howard Slough,12/19,85,308,5,313,3.62,0.06,3.68,AMWI,AGWT
Howard Slough,12/20,80,199,3,202,2.49,0.04,2.53,NSHO,AMWI
Joice Island,12/20,28,49,0,49,1.75,0.00,1.75,MALL,NSHO
Kesterson,12/16,31,60,0,60,1.94,0.00,1.94,AGWT,NSHO
Kesterson,12/19,56,176,0,176,3.14,0.00,3.14,AGWT,NSHO
Kesterson,12/20,59,73,0,73,1.24,0.00,1.24,NSHO,AGWT
Little Dry Creek,12/16,58,217,11,228,3.74,0.19,3.93,GADW,AMWI
Little Dry Creek,12/19,71,278,3,281,3.92,0.04,3.96,AMWI,GADW
Little Dry Creek,12/20,62,173,1,174,2.79,0.02,2.81,BWTE,GADW
Llano Seco,12/16,39,74,1,75,1.90,0.03,1.92,NSHO,AMWI
Llano Seco,12/19,57,236,5,241,4.14,0.09,4.23,AMWI,AGWT
Llano Seco,12/20,64,167,2,169,2.61,0.03,2.64,AMWI,NSHO
Los Banos,12/16,88,234,2,236,2.66,0.02,2.68,AGWT,NSHO
Los Banos,12/19,179,411,1,412,2.30,0.01,2.30,AGWT,NSHO
